No -class -x_min -x_max -y_min -y_max -x_moy -y_moy -x_ecart -y_ecart -red -blue -green
362 Raphia 690 894 4778 4972 789 4876 52.9 59.5 224 011 076 
363 Raphia 3877 4069 4586 4770 3978 4672 66.2 98.9 165 058 076 
364 Raphia 5674 5759 4584 4767 5729 4676 47.2 70.9 106 105 076 
365 Raphia 0 82 3395 3566 24 3477 18.8 60.9 185 245 076 
366 Raphia 5469 5667 2374 2573 5572 2479 48.8 45.9 205 176 077 
367 Raphia 1481 1673 1583 1790 1577 1678 59.5 58.2 087 014 078 
368 Coco 3813 4049 5563 5794 3923 5677 93.9 67.6 058 026 078 
369 Raphia 1075 1279 1179 1381 1171 1275 59.5 60.2 225 107 078 
370 Coco 3204 3457 5357 5615 3322 5485 83.2 69.5 137 166 078 
371 Raphia 4079 4270 970 1176 4175 1078 76.7 59.8 107 201 078 
372 Raphia 1877 2072 782 977 1974 868 71.8 53.6 048 248 078 
373 Raphia 4862 5076 388 587 4967 487 99.3 50.5 245 038 079 
374 Coco 4011 4238 4940 5177 4134 5055 69.4 103.8 216 050 079 
375 Raphia 5673 5759 0 163 5733 80 88.0 37.4 186 085 079 
376 Coco 1905 2145 4350 4600 2032 4475 61.7 85.3 157 097 079 
377 Coco 1100 1350 4207 4454 1229 4314 69.4 101.2 098 144 079 
378 Coco 2462 2698 4103 4351 2581 4221 76.8 71.3 039 191 079 
379 Coco 4868 5126 3806 4062 4994 3940 64.5 89.6 059 122 080 
380 Coco 615 849 3571 3806 726 3693 49.1 83.6 000 169 080 
381 Coco 588 854 3168 3424 715 3306 66.0 73.8 197 215 080 
382 Coco 4504 4749 3153 3394 4622 3265 91.0 52.9 138 006 081 
383 Coco 819 1077 3025 3265 954 3139 56.7 90.0 079 053 081 
384 Coco 1503 1740 2756 3001 1629 2877 67.6 81.8 217 146 081 
385 Coco 0 163 2559 2791 59 2660 46.3 90.9 158 193 081 
386 Coco 689 942 2607 2846 814 2717 58.4 54.9 099 240 081 
387 Coco 395 647 1969 2213 516 2098 57.8 80.7 237 077 082 
388 Coco 911 1155 1801 2032 1018 1916 54.2 53.8 119 171 082 
389 Coco 2866 3091 1704 1940 2982 1826 84.0 66.4 060 218 082 
390 Coco 2877 3131 1605 1849 3011 1724 58.0 53.9 198 055 083 
391 Coco 3406 3635 1327 1570 3527 1452 91.1 65.2 139 102 083 
392 Coco 3514 3768 958 1207 3642 1085 79.9 66.7 080 149 083 
393 Raphia 1833 2131 5339 5638 1976 5486 61.9 112.9 050 184 083 
394 Coco 1635 1896 198 468 1756 314 61.9 54.5 159 033 084 
395 Raphia 1219 1516 4937 5218 1376 5094 79.9 90.2 129 068 084 
396 Coco 4073 4338 190 448 4208 324 62.5 55.7 100 080 084 
397 Raphia 1036 1310 4533 4822 1168 4687 64.8 84.4 208 208 084 
398 Raphia 5239 5534 4534 4811 5386 4682 87.0 100.5 149 255 084 
399 Raphia 4438 4745 4338 4627 4574 4482 65.1 81.9 031 093 085 
400 Raphia 4823 5139 4338 4643 4989 4488 87.2 93.7 228 139 085 
401 Raphia 3637 3920 4131 4405 3784 4281 100.0 86.6 110 233 085 
402 Raphia 5435 5737 4138 4449 5614 4292 100.9 86.4 051 024 086 
403 Raphia 5439 5759 3944 4251 5607 4086 111.0 78.4 248 070 086 
404 Raphia 626 912 3740 4035 773 3884 58.2 90.1 189 117 086 
405 Raphia 2632 2918 3733 4013 2783 3885 64.0 96.3 130 164 086 
406 Raphia 2813 3122 3319 3616 2980 3469 84.2 70.0 209 048 087 
407 Raphia 3438 3739 2921 3213 3586 3073 90.9 76.8 091 142 087 
408 Raphia 0 288 2327 2622 153 2479 61.2 68.2 032 189 087 
409 Raphia 5251 5553 1936 2221 5380 2081 88.0 83.7 229 235 087 
410 Raphia 4 283 1733 2018 165 1879 57.9 69.5 170 026 088 
411 Raphia 3820 4136 1720 2023 3983 1877 99.1 72.9 111 073 088 
412 Raphia 0 303 1526 1830 159 1669 62.4 73.1 052 120 088 
413 Raphia 417 700 1311 1603 564 1465 65.8 72.2 249 166 088 
414 Coco 1642 1893 6222 6359 1771 6326 71.7 82.1 220 178 088 
415 Raphia 5428 5722 1329 1635 5579 1472 80.2 68.3 190 213 088 
416 Coco 688 911 6019 6263 805 6130 59.1 76.9 161 225 088 
417 Coco 3320 3555 5575 5805 3438 5676 88.0 80.2 102 016 089 
418 Raphia 2237 2525 935 1219 2374 1068 89.1 66.2 072 051 089 
419 Coco 4196 4443 5341 5584 4323 5464 77.7 82.7 043 063 089 
420 Raphia 1597 1926 708 1017 1770 868 71.6 63.5 013 098 089 
421 Coco 4509 4741 5210 5452 4621 5319 55.4 67.0 240 109 089 
422 Coco 2010 2245 4941 5172 2129 5059 65.8 76.9 181 156 089 
423 Coco 1434 1681 4697 4951 1558 4825 68.8 71.3 004 041 090 
424 Coco 5315 5567 4733 4971 5434 4847 84.6 81.7 201 087 090 
425 Coco 5608 5759 4357 4609 5708 4478 92.0 90.8 142 134 090 
426 Coco 4861 5117 4221 4470 4987 4333 55.8 91.3 024 228 090 
427 Coco 4648 4887 3908 4146 4761 4028 74.0 71.7 162 065 091 
428 Coco 1205 1446 3746 3994 1338 3869 70.1 65.5 044 159 091 
429 Coco 1717 1950 3782 4010 1825 3896 51.3 80.6 241 205 091 
430 Coco 3327 3557 2959 3192 3432 3071 76.3 65.1 143 230 092 
431 Coco 4480 4722 2013 2258 4606 2138 68.4 75.5 222 114 093 
432 Coco 2122 2359 1535 1769 2235 1658 55.3 52.6 163 161 093 
433 Raphia 5382 5416 6341 6359 5391 6352 33.2 55.5 133 196 093 
434 Coco 4813 5040 1353 1583 4916 1467 93.2 59.6 104 208 093 
435 Raphia 9 321 6136 6359 166 6273 64.8 98.5 074 243 093 
436 Coco 5640 5759 1436 1626 5719 1533 76.9 69.7 045 255 093 
437 Raphia 4844 5145 6133 6359 4987 6271 79.5 109.0 015 034 094 
438 Coco 2918 3148 321 551 3025 447 62.8 50.0 183 092 094 
439 Raphia 4635 4937 5728 6043 4784 5887 110.6 76.8 094 174 094 
440 Coco 3462 3716 0 136 3579 50 62.7 35.0 065 186 094 
441 Raphia 5447 5728 5541 5844 5587 5695 75.7 85.2 232 011 095 
442 Raphia 3835 4151 4919 5233 3989 5086 72.4 120.2 114 105 095 
443 Raphia 1627 1917 3926 4219 1771 4082 75.8 96.8 193 245 095 
444 Raphia 3019 3333 3727 4043 3181 3866 91.2 92.3 134 036 096 
445 Raphia 1009 1314 3537 3831 1161 3680 66.9 86.9 016 130 096 
446 Raphia 3034 3334 3532 3833 3179 3683 94.7 82.2 213 176 096 
447 Raphia 3020 3325 3335 3636 3178 3479 95.2 65.8 154 223 096 
448 Raphia 3640 3936 3138 3435 3774 3271 76.4 59.8 233 107 097 
449 Raphia 3031 3334 2923 3225 3184 3079 98.4 69.9 174 154 097 
450 Raphia 4421 4740 1700 2028 4588 1867 68.7 79.8 135 132 098 
451 Raphia 606 929 289 623 770 458 74.2 62.7 155 063 099 
452 Coco 1193 1430 5742 5998 1313 5868 69.7 111.4 126 075 099 
453 Raphia 603 928 89 417 760 248 71.5 67.3 037 157 099 
454 Coco 2598 2838 5586 5824 2718 5707 88.4 72.8 008 169 099 
455 Coco 5619 5759 5555 5783 5711 5667 58.6 56.9 205 215 099 
456 Coco 1653 1902 5086 5339 1769 5218 61.1 110.9 087 053 100 
457 Coco 5434 5652 5122 5357 5545 5237 108.4 92.8 028 100 100 
458 Coco 1783 2030 4970 5205 1913 5093 78.1 97.7 225 146 100 
459 Coco 2423 2648 4927 5153 2538 5037 63.3 102.6 166 193 100 
460 Coco 5514 5754 4923 5155 5619 5048 97.3 97.8 107 240 100 
461 Coco 2919 3155 4727 4957 3034 4842 56.6 81.3 048 031 101 
462 Coco 652 888 4509 4743 781 4640 52.5 52.6 245 077 101 
463 Coco 3265 3506 4423 4676 3393 4547 65.9 102.2 186 124 101 
464 Coco 5201 5448 3547 3789 5318 3677 58.5 65.5 009 009 102 
465 Coco 2040 2285 3033 3261 2169 3133 86.5 92.5 088 149 102 
466 Coco 2728 2953 2980 3206 2841 3085 61.3 77.1 029 196 102 
467 Coco 2036 2274 2290 2535 2152 2414 76.8 58.6 226 242 102 
468 Coco 2402 2639 2405 2637 2522 2516 63.2 47.6 167 033 103 
469 Coco 4679 4928 2089 2317 4800 2207 76.6 65.5 049 127 103 
470 Raphia 3485 3675 4976 5163 3580 5066 51.1 53.2 157 255 103 
471 Coco 4882 5126 892 1121 5001 1008 80.8 64.9 069 058 104 
472 Raphia 296 482 4382 4565 391 4480 44.1 87.6 177 186 104 
473 Coco 2914 3147 194 421 3019 309 75.9 48.1 148 198 104 
474 Raphia 676 883 4171 4377 780 4274 48.7 64.0 118 233 104 
475 Coco 253 377 0 25 343 10 35.7 6.5 089 245 104 
476 Raphia 1889 2070 4182 4372 1978 4278 56.3 44.8 059 024 105 
477 Raphia 4076 4274 3778 3972 4175 3878 67.3 96.3 000 071 105 
478 Raphia 4276 4479 3579 3771 4382 3673 53.9 95.2 197 117 105 
479 Raphia 3480 3676 3380 3578 3577 3481 52.7 83.8 138 164 105 
480 Raphia 3476 3676 3175 3377 3574 3276 60.2 70.4 020 002 106 
481 Raphia 490 682 2991 3175 578 3074 43.1 53.3 217 048 106 
482 Raphia 5474 5674 2781 2979 5576 2878 83.8 50.7 158 095 106 
483 Raphia 5671 5759 2793 2975 5729 2884 103.1 60.7 099 142 106 
484 Raphia 3080 3273 2584 2774 3178 2683 51.4 64.7 040 189 106 
485 Raphia 3289 3469 2388 2574 3377 2481 62.1 71.5 178 026 107 
486 Raphia 4276 4469 1787 1971 4373 1882 83.2 47.1 001 167 107 
487 Raphia 1667 1884 1377 1584 1777 1479 46.9 57.6 139 004 108 
488 Raphia 2886 3078 1380 1576 2981 1475 59.9 66.0 080 051 108 
489 Raphia 3283 3470 1389 1563 3380 1474 77.5 58.0 021 098 108 
490 Raphia 278 478 785 975 374 869 42.2 48.5 100 238 108 
491 Raphia 2685 2876 588 785 2775 682 59.7 42.2 041 029 109 
492 Raphia 3480 3675 584 783 3577 685 86.5 41.2 238 075 109 
493 Coco 2213 2461 6034 6294 2346 6158 84.0 69.3 111 112 110 
494 Coco 2796 3056 6006 6261 2931 6135 65.0 116.0 052 159 110 
495 Coco 3499 3742 5098 5362 3613 5229 95.5 95.7 190 252 110 
496 Coco 4994 5243 5147 5390 5129 5270 104.8 89.4 131 043 111 
497 Coco 1392 1639 4403 4641 1520 4501 69.2 92.4 013 137 111 
498 Coco 4225 4464 4434 4653 4348 4541 76.0 74.8 210 183 111 
499 Coco 2022 2279 3078 3336 2153 3217 63.7 55.5 033 068 112 
500 Coco 0 63 2835 3008 20 2935 16.3 53.3 230 114 112 
501 Raphia 1888 2076 5579 5774 1983 5680 66.6 100.3 200 149 112 
502 Raphia 4283 4474 5570 5774 4375 5670 101.2 100.9 141 196 112 
503 Coco 4006 4262 2190 2429 4145 2312 65.0 81.8 112 208 112 
504 Coco 880 1121 2005 2262 998 2135 49.6 69.9 250 045 113 
505 Raphia 3880 4084 5167 5368 3979 5274 95.2 73.2 161 127 113 
506 Coco 347 619 1762 2015 486 1883 63.4 54.8 132 139 113 
507 Coco 1906 2156 1516 1749 2026 1628 68.7 73.3 073 186 113 
508 Coco 2418 2675 1469 1731 2552 1607 53.7 54.2 014 233 113 
509 Coco 4835 5075 1491 1737 4953 1612 83.7 70.1 211 023 114 
510 Raphia 3284 3474 4584 4768 3377 4681 88.4 93.1 181 058 114 
511 Raphia 1291 1483 4179 4373 1386 4274 46.0 82.9 063 152 114 
512 Coco 715 961 920 1173 836 1051 56.6 67.3 034 164 114 
513 Raphia 1687 1881 4183 4371 1784 4273 54.8 79.9 004 199 114 
514 Coco 4117 4348 684 917 4231 808 92.5 62.9 231 210 114 
515 Raphia 4075 4279 4171 4371 4174 4277 87.7 52.1 201 245 114 
516 Coco 4647 4878 484 731 4767 608 69.7 57.3 113 048 115 
517 Coco 5003 5258 378 616 5127 490 110.5 57.0 054 095 115 
518 Raphia 2478 2676 3182 3378 2580 3284 74.9 85.1 221 176 115 
519 Raphia 2891 3074 3185 3374 2981 3278 41.9 55.4 162 223 115 
520 Coco 195 424 0 119 319 50 54.2 32.9 133 235 115 
521 Raphia 3881 4086 2981 3183 3979 3082 78.8 49.5 103 014 116 
522 Coco 2296 2521 0 241 2403 114 78.7 51.0 074 026 116 
523 Coco 3336 3406 0 50 3375 14 66.8 11.3 015 073 116 
524 Raphia 3884 4072 2782 2974 3978 2879 69.7 71.1 182 154 116 
525 Raphia 4674 4876 2588 2787 4774 2685 64.4 61.8 123 201 116 
526 Raphia 2679 2879 2190 2386 2777 2286 78.5 62.7 202 085 117 
527 Raphia 3287 3479 1987 2175 3394 2075 77.2 72.7 143 132 117 
528 Raphia 0 72 1383 1573 23 1478 18.4 61.7 025 226 117 
529 Raphia 2882 3073 987 1176 2976 1080 76.7 60.8 104 110 118 
530 Raphia 1084 1279 379 582 1177 478 57.3 40.7 242 203 118 
531 Raphia 481 675 0 176 577 78 51.1 37.3 183 250 118 
532 Coco 2179 2427 6195 6359 2305 6302 62.1 73.2 253 077 120 
533 Coco 3850 4058 6232 6359 3951 6314 94.3 88.9 194 124 120 
534 Coco 903 1163 5961 6214 1035 6079 62.7 95.5 076 218 120 
535 Coco 3590 3836 6009 6248 3712 6132 72.6 106.2 017 009 121 
536 Coco 322 557 5195 5431 434 5319 54.1 94.7 214 055 121 
537 Coco 2989 3232 4533 4781 3121 4659 76.7 59.5 155 102 121 
538 Coco 4998 5254 4570 4823 5116 4697 112.0 110.1 096 149 121 
539 Raphia 1414 1724 5733 6041 1571 5885 81.9 89.7 165 255 122 
540 Raphia 3032 3343 5725 6048 3188 5881 99.7 111.3 106 046 123 
541 Coco 5054 5290 2698 2933 5165 2815 57.9 81.6 077 058 123 
542 Coco 2925 3154 2106 2346 3033 2227 82.5 63.4 215 151 123 
543 Coco 5411 5663 1912 2160 5544 2028 102.6 73.7 156 198 123 
544 Raphia 219 528 5346 5643 375 5502 60.5 80.7 126 233 123 
545 Raphia 420 728 4943 5244 568 5092 62.5 70.8 067 024 124 
546 Raphia 627 930 4933 5240 780 5080 71.3 101.3 008 071 124 
547 Raphia 0 121 4750 5011 40 4892 27.9 109.2 205 117 124 
548 Coco 954 1218 1333 1592 1086 1461 60.9 66.6 176 129 124 
549 Raphia 5025 5341 4730 5039 5191 4885 104.3 90.0 146 164 124 
550 Coco 3731 3975 889 1147 3846 1020 59.4 63.7 117 176 124 
551 Raphia 0 123 4141 4413 42 4256 27.4 79.1 087 211 124 
552 Coco 5601 5759 959 1178 5696 1058 94.5 59.4 058 223 124 
553 Coco 3602 3852 477 726 3727 608 87.3 54.9 196 060 125 
554 Coco 4427 4669 612 856 4564 711 75.5 58.2 137 107 125 
555 Coco 5615 5759 590 850 5714 724 105.7 67.2 078 154 125 
556 Raphia 3227 3524 3737 4032 3382 3884 94.8 69.5 048 189 125 
557 Raphia 4625 4943 3131 3445 4787 3277 113.0 88.8 245 235 125 
558 Raphia 5235 5549 2927 3243 5387 3083 115.9 83.2 127 073 126 
559 Coco 1641 1666 0 16 1655 4 15.5 4.3 098 085 126 
560 Raphia 5031 5347 2316 2636 5186 2481 111.8 67.5 206 213 126 
561 Raphia 403 728 1490 1810 559 1659 72.6 77.7 147 004 127 
562 Raphia 11 320 1103 1420 162 1262 63.0 72.8 088 051 127 
563 Raphia 5436 5743 519 821 5587 668 79.7 71.1 167 191 127 
564 Raphia 1620 1921 0 221 1768 82 80.4 51.5 049 029 128 
565 Raphia 3030 3337 0 225 3190 71 91.1 48.5 246 075 128 
566 Coco 801 1058 6098 6353 932 6230 62.8 64.1 238 114 131 
567 Coco 3352 3590 6157 6359 3463 6280 71.0 77.6 179 161 131 
568 Coco 0 148 5925 6165 51 6054 33.3 98.9 061 255 131 
569 Coco 346 618 5765 6016 485 5900 55.8 66.7 199 092 132 
570 Coco 2203 2440 5744 5978 2321 5848 64.2 61.6 140 139 132 
571 Coco 4662 4910 5087 5321 4785 5209 72.5 81.1 022 233 132 
572 Raphia 1887 2047 6328 6359 2011 6349 52.5 99.2 248 011 133 
573 Coco 3321 3554 5020 5249 3441 5138 69.4 102.3 219 023 133 
574 Raphia 613 919 5538 5839 745 5676 61.9 105.0 130 105 133 
575 Raphia 1639 1908 4940 5227 1764 5073 64.7 95.1 071 152 133 
576 Coco 4578 4820 4376 4635 4712 4507 87.6 73.6 239 210 133 
577 Coco 5137 5378 4417 4640 5254 4534 114.2 89.7 180 001 134 
578 Raphia 1029 1318 4326 4629 1166 4477 58.2 86.3 091 083 134 
579 Coco 3407 3639 4223 4452 3520 4332 78.3 70.8 062 095 134 
580 Raphia 5426 5735 4328 4641 5582 4485 62.1 74.3 032 130 134 
581 Raphia 1826 2129 3735 4018 1986 3876 79.8 101.7 229 176 134 
582 Coco 430 691 2648 2892 564 2759 61.3 79.1 200 188 134 
583 Coco 3415 3653 2523 2744 3529 2624 79.5 75.8 141 235 134 
584 Coco 1295 1527 2105 2347 1418 2229 59.1 62.2 082 026 135 
585 Coco 4351 4610 1931 2194 4472 2059 61.5 56.2 023 073 135 
586 Raphia 1424 1719 2541 2838 1578 2679 74.0 87.9 190 154 135 
587 Coco 683 935 1391 1629 805 1520 60.9 63.5 161 166 135 
588 Raphia 4239 4551 2538 2846 4381 2698 95.5 67.6 131 201 135 
589 Coco 2402 2645 766 1025 2522 893 48.1 62.6 043 004 136 
590 Coco 3609 3861 670 920 3735 796 62.2 55.2 240 050 136 
591 Coco 2778 3030 501 760 2904 638 61.0 59.4 181 097 136 
592 Raphia 3022 3339 2124 2425 3185 2280 88.0 82.4 151 132 136 
593 Coco 2115 2352 378 614 2225 508 77.0 52.9 122 144 136 
594 Coco 4330 4568 161 406 4450 289 107.0 53.2 004 238 136 
595 Raphia 621 918 1111 1419 763 1264 68.1 67.8 230 016 137 
596 Coco 5460 5685 0 127 5565 40 89.4 29.9 142 075 137 
597 Raphia 4426 4728 927 1233 4583 1066 78.5 68.0 112 110 137 
598 Raphia 4632 4949 927 1241 4796 1066 91.1 80.1 053 157 137 
599 Raphia 3035 3317 506 820 3177 664 78.5 71.4 250 203 137 
600 Raphia 4445 4744 329 618 4584 469 94.6 62.9 191 250 137 
601 Coco 4199 4437 4966 5191 4322 5063 69.8 94.9 124 080 141 
602 Coco 5022 5262 4910 5138 5143 5026 52.7 104.3 065 127 141 
603 Raphia 5177 5183 6357 6359 5179 6358 78.9 71.3 055 093 142 
604 Coco 2689 2926 3437 3689 2815 3565 82.9 93.8 164 198 142 
605 Raphia 4463 4669 5767 5981 4566 5873 94.1 51.6 134 233 142 
606 Coco 5091 5343 3267 3520 5228 3391 73.7 74.9 105 245 142 
607 Raphia 1490 1683 5564 5769 1582 5665 67.4 110.2 075 024 143 
608 Coco 422 661 3083 3324 536 3200 55.1 55.5 046 036 143 
609 Raphia 2278 2483 4770 4983 2380 4876 67.6 73.1 213 117 143 
610 Raphia 3076 3282 4763 4972 3178 4867 53.0 69.1 154 164 143 
611 Coco 4344 4602 2931 3172 4471 3041 90.2 90.6 125 176 143 
612 Raphia 880 1088 4575 4770 977 4680 48.4 74.9 095 211 143 
613 Raphia 2090 2285 4577 4775 2181 4671 66.5 90.1 036 002 144 
614 Coco 834 1071 2278 2527 942 2401 56.9 82.3 204 060 144 
615 Coco 1370 1622 2344 2588 1497 2456 72.8 80.1 145 107 144 
616 Raphia 896 1086 3783 3968 989 3878 45.8 68.3 115 142 144 
617 Raphia 0 75 3580 3769 26 3658 21.4 96.8 056 189 144 
618 Raphia 5462 5678 3578 3779 5568 3687 62.4 80.1 253 235 144 
619 Coco 2313 2556 1800 2042 2424 1925 73.6 56.6 224 247 144 
620 Coco 4096 4340 1215 1477 4226 1345 67.5 57.1 047 132 145 
621 Raphia 5261 5470 2573 2787 5373 2677 61.7 71.1 017 167 145 
622 Coco 5182 5448 1143 1399 5310 1267 107.9 57.1 244 178 145 
623 Coco 21 261 863 1109 132 985 49.4 57.6 185 225 145 
624 Raphia 4473 4671 2375 2587 4575 2483 95.1 47.8 155 004 146 
625 Coco 3141 3393 975 1226 3257 1107 83.1 66.7 126 016 146 
626 Raphia 4863 5082 2369 2583 4973 2481 62.0 52.6 096 051 146 
627 Coco 501 751 512 754 622 627 57.8 58.2 067 063 146 
628 Raphia 2081 2289 2169 2379 2183 2276 73.4 75.8 037 098 146 
629 Raphia 5075 5280 2183 2380 5182 2279 106.3 63.3 234 144 146 
630 Coco 2262 2502 400 665 2379 536 58.6 59.3 205 156 146 
631 Raphia 4273 4487 1575 1788 4382 1678 70.3 68.8 116 238 146 
632 Coco 2733 2951 0 121 2825 48 70.4 32.1 087 250 146 
633 Raphia 4277 4473 1388 1583 4375 1484 74.8 62.8 057 029 147 
634 Coco 4990 5259 0 183 5120 66 104.5 40.7 028 041 147 
635 Raphia 1281 1489 779 983 1382 874 52.2 52.7 195 122 147 
636 Raphia 3868 4076 372 591 3974 481 86.1 44.8 077 216 147 
637 Raphia 75 273 0 180 176 81 41.2 39.7 018 007 148 
638 Coco 5306 5487 6231 6359 5390 6319 80.9 83.2 148 139 151 
639 Coco 4908 5168 5835 6099 5039 5965 58.9 106.8 227 023 152 
640 Coco 5624 5759 4927 5156 5711 5028 47.8 61.4 247 210 152 
641 Coco 4408 4644 4194 4448 4519 4320 98.2 93.6 208 188 153 
642 Raphia 0 123 5585 5812 43 5742 28.4 70.6 178 223 153 
643 Coco 4338 4595 3920 4178 4467 4039 60.4 86.3 090 026 154 
644 Raphia 4836 5136 5346 5654 4992 5493 115.9 120.7 060 061 154 
645 Coco 5331 5591 3816 4079 5464 3943 78.5 67.5 031 073 154 
646 Raphia 5618 5759 5353 5622 5719 5489 92.0 81.5 001 108 154 
647 Raphia 4844 5147 5124 5433 4992 5288 66.2 84.8 198 154 154 
648 Coco 3708 3945 3279 3516 3819 3399 60.8 54.6 169 166 154 
649 Raphia 0 126 4577 4794 44 4688 29.9 70.0 139 201 154 
650 Coco 39 289 2658 2903 162 2790 53.4 85.9 248 050 155 
651 Raphia 1817 2123 3928 4228 1976 4082 76.5 107.5 218 085 155 
652 Coco 2601 2843 2826 3062 2725 2947 85.2 89.8 189 097 155 
653 Raphia 5222 5550 3934 4220 5404 4074 104.7 91.0 159 132 155 
654 Coco 3583 3822 2518 2759 3706 2647 84.9 82.5 130 144 155 
655 Raphia 3456 3737 3737 4021 3588 3875 95.1 93.3 100 179 155 
656 Coco 686 938 1998 2251 819 2122 51.2 75.2 071 191 155 
657 Coco 3102 3363 1405 1658 3235 1536 66.3 68.3 209 028 156 
658 Raphia 5215 5548 2720 3017 5386 2865 87.5 86.4 179 063 156 
659 Raphia 5442 5726 2127 2434 5582 2274 111.5 74.8 002 204 156 
660 Coco 1560 1805 534 780 1685 657 56.8 53.5 229 215 156 
661 Raphia 5631 5759 2125 2425 5722 2275 109.6 80.3 199 250 156 
662 Coco 2211 2461 610 864 2342 730 83.6 57.0 170 006 157 
663 Raphia 1202 1547 1513 1837 1374 1679 82.1 76.6 140 041 157 
664 Raphia 3621 3934 1531 1832 3777 1675 77.0 86.2 081 088 157 
665 Coco 2453 2690 34 317 2574 168 56.2 59.4 249 146 157 
666 Raphia 4220 4538 934 1234 4382 1069 94.9 79.6 219 181 157 
667 Coco 2995 3241 56 319 3112 191 76.6 58.2 190 193 157 
668 Coco 4511 4756 0 228 4636 109 97.8 48.6 131 240 157 
669 Raphia 3228 3525 309 629 3377 463 84.3 63.0 121 206 158 
670 Coco 1095 1249 6231 6359 1183 6318 57.4 84.3 015 014 163 
671 Raphia 1888 2086 6159 6359 1979 6267 48.4 105.2 182 095 163 
672 Coco 562 815 5729 5970 689 5854 61.9 104.0 153 107 163 
673 Raphia 2481 2681 6164 6359 2577 6269 66.3 87.7 123 142 163 
674 Coco 5220 5459 5514 5757 5350 5628 107.4 90.1 094 154 163 
675 Raphia 1679 1881 5381 5573 1780 5474 50.8 111.2 005 236 163 
676 Raphia 3478 3677 5367 5575 3574 5472 81.9 46.8 202 026 164 
677 Raphia 2092 2283 5164 5367 2179 5268 66.8 62.1 143 073 164 
678 Coco 849 1076 4880 5120 963 5007 57.2 79.8 114 085 164 
679 Coco 2989 3225 5026 5259 3109 5132 69.1 92.3 055 132 164 
680 Raphia 4072 4272 4779 4968 4174 4874 67.5 41.6 025 167 164 
681 Coco 3600 3842 4508 4754 3726 4624 69.2 61.9 252 178 164 
682 Coco 193 431 4236 4472 314 4357 56.8 102.5 193 225 164 
683 Raphia 487 693 3979 4174 590 4074 42.0 49.7 163 004 165 
684 Coco 5338 5620 4114 4350 5484 4238 97.1 86.4 134 016 165 
685 Coco 5141 5405 4003 4237 5285 4109 93.0 100.1 075 063 165 
686 Raphia 1477 1681 3585 3785 1583 3682 47.6 92.6 045 098 165 
687 Raphia 2675 2879 3584 3778 2774 3689 51.0 58.3 242 144 165 
688 Coco 465 706 3645 3881 578 3762 57.4 86.1 213 156 165 
689 Coco 4943 5202 3338 3569 5076 3456 60.6 94.9 095 250 165 
690 Raphia 291 491 2592 2778 388 2677 42.0 79.7 065 029 166 
691 Raphia 2481 2680 2186 2378 2579 2282 74.5 73.5 006 076 166 
692 Coco 690 935 2810 3058 808 2942 62.6 74.6 233 087 166 
693 Raphia 4274 4483 2184 2390 4376 2281 91.6 54.0 203 122 166 
694 Coco 2764 3006 2558 2798 2891 2674 59.0 77.9 115 181 166 
695 Raphia 1883 2073 1381 1573 1975 1475 53.7 54.0 085 216 166 
696 Coco 4256 4485 2431 2677 4374 2545 97.9 73.8 056 228 166 
697 Raphia 4069 4282 1380 1592 4174 1491 62.2 54.0 026 007 167 
698 Coco 4944 5187 2010 2241 5062 2125 91.6 63.8 253 018 167 
699 Coco 960 1219 1661 1922 1098 1792 68.0 55.2 135 112 167 
700 Raphia 0 79 1183 1378 21 1279 18.3 50.3 105 147 167 
701 Coco 2700 2925 1672 1911 2803 1791 73.8 57.6 076 159 167 
702 Raphia 476 675 773 979 579 878 51.8 48.9 243 240 167 
703 Coco 2359 2616 1311 1575 2491 1443 75.3 52.8 096 090 168 
704 Coco 4587 4829 1347 1591 4711 1464 51.4 70.6 037 137 168 
705 Coco 1907 2143 862 1110 2026 990 64.4 65.5 234 183 168 
706 Coco 0 76 228 381 21 320 18.9 45.1 254 114 169 
707 Raphia 4867 5079 5972 6184 4965 6082 94.6 72.1 009 108 173 
708 Coco 1343 1607 5215 5469 1477 5336 62.2 53.4 236 119 173 
709 Coco 2798 3057 4889 5146 2933 5012 80.4 83.4 118 213 173 
710 Coco 3504 3753 4679 4944 3625 4809 65.4 99.7 059 004 174 
711 Raphia 4482 4675 4774 4968 4579 4874 52.1 41.7 029 039 174 
712 Raphia 2699 2875 4593 4768 2794 4692 81.1 85.0 226 085 174 
713 Coco 1404 1650 4473 4716 1536 4599 68.2 72.3 197 097 174 
714 Coco 2964 3216 4392 4643 3086 4511 71.4 95.8 138 144 174 
715 Coco 4234 4471 4079 4311 4362 4194 52.7 98.1 079 191 174 
716 Coco 2429 2681 3851 4109 2563 3984 76.2 102.4 020 238 174 
717 Raphia 1090 1290 3187 3374 1184 3275 47.4 79.1 246 016 175 
718 Coco 3067 3297 3870 4100 3183 3990 91.1 51.7 217 028 175 
719 Coco 0 220 3587 3815 73 3697 49.9 86.5 158 075 175 
720 Raphia 4083 4282 2975 3177 4179 3077 81.9 84.5 128 110 175 
721 Raphia 1690 1868 2799 2976 1783 2882 59.0 72.4 069 157 175 
722 Coco 1696 1936 3272 3522 1807 3395 73.0 89.5 040 169 175 
723 Coco 2342 2572 3313 3547 2458 3434 85.3 69.1 237 215 175 
