No -class -x_min -x_max -y_min -y_max -x_moy -y_moy -x_ecart -y_ecart -red -blue -green
837 Coco 0 11 15154 15172 3 15162 3.7 80.3 246 232 056 
838 Raphia 3283 3443 11584 11751 3364 11665 36.0 147.0 245 255 056 
839 Coco 5098 5263 13560 13736 5177 13652 44.2 112.2 216 011 057 
840 Coco 3639 3854 14790 15000 3744 14890 66.0 60.6 187 023 057 
841 Raphia 9149 9320 11328 11503 9234 11416 97.6 122.1 186 046 057 
842 Coco 8890 9049 13053 13203 8963 13123 93.6 135.3 157 058 057 
843 Coco 6931 7137 14825 15049 7036 14937 55.1 160.5 128 070 057 
844 Raphia 143 319 11107 11265 230 11182 39.9 81.3 127 093 057 
845 Coco 9420 9563 13046 13209 9495 13127 58.8 86.6 098 105 057 
846 Coco 9574 9780 14610 14828 9678 14721 144.1 114.4 069 117 057 
847 Raphia 646 808 11090 11256 725 11176 37.8 142.1 068 140 057 
848 Coco 10859 11026 13031 13194 10942 13108 91.1 72.5 039 152 057 
849 Coco 10141 10337 14064 14288 10241 14178 132.7 141.8 010 164 057 
850 Raphia 3636 3788 11100 11250 3716 11172 89.0 149.3 009 187 057 
851 Coco 4931 5093 12076 12228 5016 12155 90.4 78.3 236 198 057 
852 Coco 14050 14233 13597 13782 14146 13688 98.7 161.3 207 210 057 
853 Raphia 9081 9248 11086 11246 9162 11164 97.2 73.9 206 233 057 
854 Coco 4622 4774 11808 11969 4700 11887 91.4 98.7 177 245 057 
855 Coco 3009 3186 13339 13532 3095 13435 44.7 76.8 148 001 058 
856 Raphia 7272 7443 10838 11014 7358 10924 99.5 125.9 147 024 058 
857 Coco 13757 13908 11852 12010 13835 11937 88.8 96.6 118 036 058 
858 Coco 5918 6128 13017 13230 6020 13115 61.0 157.9 089 048 058 
859 Coco 3358 3551 12775 12964 3453 12870 83.0 126.9 030 095 058 
860 Raphia 3102 3256 10108 10261 3178 10184 57.0 109.1 029 118 058 
861 Coco 14181 14348 11597 11777 14263 11695 106.2 112.6 000 130 058 
862 Coco 13588 13778 12044 12238 13672 12138 129.5 99.1 227 141 058 
863 Raphia 7060 7231 10095 10267 7145 10181 112.3 140.9 226 164 058 
864 Coco 7094 7246 11077 11218 7161 11144 121.6 57.0 197 176 058 
865 Coco 8797 8989 11786 11983 8891 11877 46.4 143.7 168 188 058 
866 Raphia 6753 6900 9857 10000 6826 9930 41.6 129.6 167 211 058 
867 Coco 9313 9465 11070 11213 9384 11138 111.4 81.2 138 223 058 
868 Coco 2753 2944 11542 11720 2848 11635 65.0 91.3 109 235 058 
869 Raphia 5437 5597 9597 9767 5513 9683 110.0 72.4 108 002 059 
870 Coco 6557 6708 10812 10977 6634 10891 116.4 99.3 079 014 059 
871 Coco 2993 3188 11536 11725 3090 11634 44.6 46.1 050 026 059 
872 Raphia 11308 11474 9356 9513 11393 9433 91.0 42.6 049 049 059 
873 Coco 10240 10416 10846 11001 10334 10924 131.9 139.1 020 061 059 
874 Coco 4722 4896 11589 11770 4813 11680 104.2 120.6 247 072 059 
875 Raphia 2182 2333 8623 8768 2257 8693 65.5 117.6 246 095 059 
876 Coco 3733 3903 10585 10735 3810 10657 71.1 120.9 217 107 059 
877 Coco 6148 6348 11343 11556 6242 11453 51.8 95.2 188 119 059 
878 Raphia 13334 13513 8616 8775 13421 8693 131.4 109.6 187 142 059 
879 Coco 5080 5242 10089 10233 5152 10159 50.1 56.1 158 154 059 
880 Coco 9358 9562 11339 11545 9455 11445 85.5 69.7 129 166 059 
881 Raphia 0 17 8397 8505 6 8441 5.3 66.1 128 189 059 
882 Coco 13099 13282 9617 9769 13199 9692 69.0 106.0 099 201 059 
883 Coco 6055 6249 10847 11040 6153 10944 105.8 84.6 070 213 059 
884 Raphia 2692 2860 7868 8028 2778 7946 64.7 125.1 069 236 059 
885 Coco 8592 8764 9357 9515 8685 9438 61.9 119.4 040 248 059 
886 Raphia 9404 9555 7878 8027 9479 7953 140.1 82.0 010 027 060 
887 Coco 12287 12427 9366 9518 12355 9450 63.6 137.8 237 038 060 
888 Coco 9628 9839 10334 10535 9735 10434 128.7 133.1 149 097 060 
889 Raphia 3302 3475 7366 7527 3386 7448 83.9 116.1 148 120 060 
890 Coco 1214 1376 8636 8774 1295 8707 51.3 64.7 119 132 060 
891 Coco 11833 12018 10296 10479 11918 10381 45.2 93.2 090 144 060 
892 Raphia 4229 4383 7126 7285 4306 7206 89.3 88.7 089 167 060 
893 Coco 7398 7545 8598 8755 7474 8668 122.0 120.3 060 179 060 
894 Coco 4046 4224 10110 10286 4139 10198 41.6 108.3 031 191 060 
895 Raphia 10677 10830 7132 7286 10755 7208 137.3 102.2 030 214 060 
896 Coco 6767 6916 8100 8266 6844 8177 85.4 51.5 001 226 060 
897 Coco 5556 5745 10049 10233 5647 10145 90.5 70.7 228 237 060 
898 Coco 7510 7657 8100 8265 7586 8178 74.4 75.6 198 016 061 
899 Coco 13826 14025 9609 9790 13927 9700 169.4 56.3 169 028 061 
900 Raphia 13509 13685 6633 6788 13597 6708 82.8 112.5 168 051 061 
901 Coco 14095 14266 7849 8005 14181 7926 162.3 59.1 139 063 061 
902 Coco 1618 1827 9309 9500 1722 9402 51.7 111.9 110 075 061 
903 Raphia 1047 1226 5626 5794 1135 5709 45.4 94.5 109 098 061 
904 Coco 3144 3324 9313 9496 3236 9403 82.1 113.5 051 122 061 
905 Raphia 12234 12404 5644 5803 12319 5722 106.7 50.3 050 145 061 
906 Coco 430 592 7644 7784 512 7717 38.1 67.8 021 157 061 
907 Coco 9997 10162 9068 9237 10072 9154 52.8 125.7 248 168 061 
908 Coco 7117 7262 7611 7766 7192 7682 99.7 58.4 218 203 061 
909 Raphia 4473 4626 5380 5544 4551 5465 85.8 89.3 188 238 061 
910 Coco 3556 3715 7386 7528 3630 7453 66.4 57.0 159 250 061 
911 Raphia 6964 7113 5386 5541 7038 5468 59.2 84.4 129 029 062 
912 Coco 11944 12100 7384 7534 12022 7455 37.9 89.8 100 041 062 
913 Coco 10847 11026 8567 8747 10931 8652 45.5 114.1 071 053 062 
914 Raphia 4166 4316 5139 5288 4234 5213 94.0 70.4 070 076 062 
915 Coco 2693 2849 6862 7028 2774 6937 51.3 82.6 041 088 062 
916 Coco 3295 3505 8379 8581 3399 8481 78.3 111.8 012 100 062 
917 Raphia 14366 14399 4426 4532 14388 4484 168.9 37.6 011 123 062 
918 Coco 11809 11963 6885 7029 11883 6953 147.1 111.1 238 134 062 
919 Coco 9170 9370 8085 8287 9264 8186 131.4 91.8 209 146 062 
920 Raphia 7533 7686 3894 4048 7605 3972 82.7 57.6 208 169 062 
921 Coco 4826 4996 6612 6776 4915 6689 39.5 110.3 179 181 062 
922 Coco 5693 5889 7869 8064 5792 7971 113.2 43.5 150 193 062 
923 Raphia 4727 4882 3635 3802 4800 3719 90.8 84.6 149 216 062 
924 Coco 4540 4706 6395 6550 4626 6476 86.0 94.8 120 228 062 
925 Coco 8666 8859 7879 8077 8762 7977 91.0 73.4 091 240 062 
926 Coco 7972 8125 6392 6536 8042 6460 91.6 47.5 061 019 063 
927 Coco 10384 10557 7825 7997 10461 7911 87.6 81.6 032 031 063 
928 Raphia 0 82 3380 3560 24 3476 18.6 56.6 031 054 063 
929 Coco 2231 2379 6162 6316 2300 6238 48.6 98.0 002 066 063 
930 Coco 12320 12525 7852 8046 12420 7954 74.9 97.2 229 077 063 
931 Raphia 3342 3497 3148 3296 3418 3223 56.8 30.7 228 100 063 
932 Coco 7172 7319 6156 6313 7240 6241 116.1 63.5 199 112 063 
933 Raphia 4829 4987 3136 3305 4908 3224 97.2 64.3 169 147 063 
934 Coco 10136 10288 6169 6320 10211 6246 101.1 96.8 140 159 063 
935 Coco 6675 6883 7133 7336 6782 7240 69.9 95.2 111 171 063 
936 Raphia 1521 1681 2892 3063 1600 2977 33.8 73.2 110 194 063 
937 Coco 8768 8935 5665 5818 8858 5744 86.2 58.8 081 206 063 
938 Coco 5875 6074 6824 7013 5969 6919 98.0 54.5 052 218 063 
939 Raphia 4001 4175 2878 3064 4089 2974 55.0 37.2 051 241 063 
940 Coco 11243 11391 5673 5817 11317 5748 126.9 86.8 022 253 063 
941 Coco 10373 10568 6881 7063 10473 6977 115.8 51.8 249 008 064 
942 Raphia 6432 6593 2638 2815 6512 2729 117.6 61.5 248 031 064 
943 Coco 6196 6395 6355 6549 6291 6455 92.7 107.6 190 055 064 
944 Raphia 14110 14288 2648 2811 14202 2729 129.5 71.0 189 078 064 
945 Coco 9873 10021 5142 5303 9951 5222 68.8 36.3 160 090 064 
946 Coco 14386 14399 6198 6256 14394 6236 140.3 109.6 131 102 064 
947 Raphia 4734 4884 1910 2061 4802 1983 66.6 64.7 130 125 064 
948 Coco 2880 3048 4895 5060 2963 4977 80.9 81.6 101 137 064 
949 Coco 10449 10657 5597 5801 10549 5696 96.1 108.1 072 149 064 
950 Raphia 667 848 1654 1821 753 1736 35.8 59.6 071 172 064 
951 Coco 8713 8869 4670 4837 8786 4756 125.2 63.0 042 184 064 
952 Coco 5466 5657 5408 5599 5563 5498 112.4 95.9 013 196 064 
953 Raphia 9137 9292 1651 1823 9211 1737 125.3 63.5 012 219 064 
954 Coco 12928 13071 4688 4836 13004 4767 159.0 65.5 239 230 064 
955 Coco 7908 8089 5370 5547 7993 5454 98.3 89.4 210 242 064 
956 Raphia 9878 10034 1659 1824 9953 1738 50.2 41.8 209 009 065 
957 Coco 7425 7589 4428 4592 7502 4514 104.6 52.7 121 068 065 
958 Coco 10165 10357 4642 4834 10263 4740 107.7 59.2 092 080 065 
959 Raphia 2688 2862 893 1063 2773 983 78.2 35.8 091 103 065 
960 Coco 13598 13762 4435 4586 13683 4513 97.9 90.4 062 115 065 
961 Raphia 1065 1234 418 581 1146 498 34.5 38.8 032 150 065 
962 Raphia 6297 6441 401 557 6368 482 88.6 32.6 229 196 065 
963 Coco 5308 5464 3931 4081 5380 4006 55.8 92.3 200 208 065 
964 Coco 13456 13651 3928 4109 13553 4023 113.0 59.6 171 220 065 
965 Raphia 1248 1410 157 325 1321 244 48.7 36.5 170 243 065 
966 Coco 6720 6868 3685 3845 6789 3766 53.1 77.0 141 255 065 
967 Coco 3184 3385 3596 3802 3281 3698 62.3 45.3 112 011 066 
968 Raphia 9206 9357 154 308 9278 231 46.2 35.0 111 034 066 
969 Coco 8211 8378 3666 3828 8302 3747 81.7 75.5 082 046 066 
970 Raphia 912 1070 0 94 996 27 50.9 20.8 052 081 066 
971 Coco 4896 5061 3389 3558 4981 3468 90.0 61.3 023 093 066 
972 Coco 1006 1213 2837 3042 1111 2939 60.8 66.1 250 104 066 
973 Raphia 4657 4789 0 71 4731 21 36.7 16.6 249 127 066 
974 Coco 7892 8052 3437 3594 7968 3520 113.8 80.1 220 139 066 
975 Coco 1213 1420 2878 3065 1319 2981 69.0 51.0 191 151 066 
976 Raphia 4733 4882 15846 15899 4804 15883 95.9 107.3 190 174 066 
977 Coco 3620 3769 3183 3325 3700 3257 58.9 40.9 161 186 066 
978 Coco 5099 5308 2328 2556 5203 2439 90.1 59.2 132 198 066 
979 Coco 13422 13605 2939 3094 13522 3018 57.3 65.3 102 233 066 
980 Coco 9091 9270 2362 2559 9183 2458 45.1 63.3 073 245 066 
981 Raphia 8137 8293 15614 15781 8215 15693 104.4 127.0 072 012 067 
982 Coco 14167 14332 2898 3076 14255 2979 43.7 82.1 043 024 067 
983 Coco 0 10 2216 2262 3 2239 2.5 28.9 014 036 067 
984 Raphia 12341 12505 15396 15580 12418 15490 76.9 141.0 013 059 067 
985 Coco 10629 10765 2706 2857 10695 2781 90.1 47.6 240 070 067 
986 Coco 13967 14179 2091 2300 14062 2201 120.2 60.9 211 082 067 
987 Raphia 2446 2614 14834 14998 2530 14906 46.0 133.6 210 105 067 
988 Coco 10552 10708 2448 2621 10626 2536 142.9 60.6 181 117 067 
989 Coco 3454 3641 1912 2111 3547 2019 68.5 66.9 152 129 067 
990 Raphia 7176 7338 14834 15003 7257 14919 60.9 110.3 151 152 067 
991 Coco 1782 1936 1944 2088 1862 2018 50.0 71.3 122 164 067 
992 Coco 5689 5882 1838 2039 5783 1943 90.6 66.4 093 176 067 
993 Raphia 5294 5444 14319 14480 5372 14402 73.7 152.8 092 199 067 
994 Coco 4507 4664 1931 2085 4587 2006 86.6 65.8 063 211 067 
995 Coco 10920 11122 1849 2072 11015 1962 125.0 66.3 034 223 067 
996 Raphia 1994 2153 14066 14237 2075 14156 47.0 72.2 033 246 067 
997 Coco 10689 10842 1937 2095 10770 2011 101.8 69.3 004 002 068 
998 Coco 14285 14399 1624 1810 14358 1729 129.3 71.4 231 013 068 
999 Raphia 2470 2651 14074 14263 2565 14165 76.1 168.6 230 036 068 
1000 Coco 13430 13605 1202 1372 13521 1291 144.3 48.3 201 048 068 
1001 Coco 554 776 1407 1627 661 1524 50.8 58.6 172 060 068 
1002 Raphia 4224 4392 14067 14230 4312 14150 73.1 141.4 171 083 068 
1003 Coco 3690 3853 932 1088 3763 1005 69.3 36.4 142 095 068 
1004 Coco 7530 7729 1400 1616 7626 1512 78.9 63.9 113 107 068 
1005 Raphia 14250 14399 14170 14333 14336 14242 120.3 94.0 112 130 068 
1006 Coco 10080 10252 692 860 10175 779 126.2 48.6 083 142 068 
1007 Coco 1836 2061 582 807 1949 694 52.6 60.9 054 154 068 
1008 Raphia 4652 4826 13811 13997 4739 13902 68.8 98.4 053 177 068 
1009 Coco 5312 5457 453 605 5380 532 55.3 37.6 024 189 068 
1010 Coco 13576 13773 623 815 13674 717 104.4 53.3 251 200 068 
1011 Raphia 12468 12640 13340 13511 12549 13431 110.4 63.8 250 223 068 
1012 Coco 3403 3567 0 98 3481 29 76.0 21.6 221 235 068 
1013 Coco 4984 5198 344 576 5089 459 53.0 54.7 192 247 068 
1014 Raphia 0 145 13073 13238 61 13160 33.1 52.2 191 014 069 
1015 Coco 9376 9517 0 75 9445 27 129.9 20.1 162 026 069 
1016 Coco 10278 10470 409 593 10374 506 125.3 42.4 133 038 069 
1017 Raphia 11552 11728 12825 12999 11644 12909 92.9 142.1 132 061 069 
1018 Coco 6725 6917 15783 15899 6817 15860 61.2 121.2 103 073 069 
1019 Coco 11499 11683 353 561 11585 458 114.1 55.7 074 085 069 
1020 Raphia 6531 6683 12569 12736 6607 12655 40.8 41.7 073 108 069 
1021 Coco 8641 8825 15575 15774 8737 15678 93.3 126.9 044 120 069 
1022 Coco 3427 3616 15788 15899 3523 15862 53.9 145.3 015 132 069 
1023 Raphia 2103 2266 11834 12003 2186 11918 72.0 44.8 014 155 069 
1024 Coco 2690 2905 14811 15030 2794 14918 80.9 162.3 241 166 069 
1025 Coco 10588 10781 15392 15594 10684 15492 134.8 67.9 212 178 069 
1026 Raphia 4102 4251 11830 11985 4177 11908 48.1 136.3 211 201 069 
1027 Coco 402 606 14562 14760 502 14659 48.2 176.9 182 213 069 
1028 Coco 6622 6800 14598 14798 6711 14697 53.5 89.2 153 225 069 
1029 Raphia 6928 7079 11336 11487 7008 11415 109.4 93.4 152 248 069 
1030 Coco 4583 4778 14540 14736 4675 14640 104.6 168.4 123 004 070 
1031 Coco 12835 13036 14647 14862 12930 14751 138.4 163.6 094 016 070 
1032 Raphia 2892 3060 11096 11252 2968 11173 77.6 87.3 093 039 070 
1033 Coco 6548 6734 14296 14509 6638 14407 105.0 101.9 064 051 070 
1034 Coco 13001 13218 14399 14629 13106 14513 58.5 79.0 035 063 070 
1035 Raphia 4378 4541 11079 11260 4454 11171 35.2 80.6 034 086 070 
1036 Coco 13831 14055 14413 14632 13945 14521 143.2 129.3 232 109 070 
1037 Coco 10274 10448 13567 13760 10357 13667 98.0 164.6 202 144 070 
1038 Coco 14042 14247 14425 14642 14135 14529 141.6 145.0 173 156 070 
1039 Raphia 6716 6870 10602 10756 6789 10676 80.9 96.2 172 179 070 
1040 Coco 11151 11368 13250 13462 11258 13356 81.9 161.4 143 191 070 
1041 Coco 12977 13188 14148 14370 13080 14252 86.7 166.9 114 203 070 
1042 Raphia 8626 8779 10346 10509 8701 10425 74.3 133.9 113 226 070 
1043 Coco 9911 10105 12322 12519 10012 12423 145.6 122.9 084 238 070 
1044 Coco 12651 12854 13852 14058 12749 13946 97.4 112.8 055 250 070 
1045 Raphia 2342 2521 10104 10269 2434 10185 67.8 131.1 054 017 071 
1046 Coco 6146 6335 12025 12216 6246 12121 72.2 46.5 025 029 071 
1047 Coco 14189 14399 13901 14110 14297 13998 104.3 168.3 252 040 071 
1048 Raphia 7592 7750 9355 9517 7674 9430 55.7 140.6 251 063 071 
1049 Coco 14244 14399 11800 12000 14340 11896 122.8 152.0 222 075 071 
1050 Coco 7810 8002 13522 13735 7899 13622 101.5 116.9 193 087 071 
1051 Raphia 9324 9485 9361 9527 9402 9441 113.8 120.1 192 110 071 
1052 Coco 5448 5646 11282 11494 5551 11387 92.1 147.3 163 122 071 
1053 Raphia 8530 8673 9116 9265 8599 9186 99.1 113.3 133 157 071 
1054 Coco 8808 8990 11089 11278 8894 11184 95.9 154.8 104 169 071 
1055 Raphia 10740 10893 9110 9257 10823 9186 124.2 45.5 074 204 071 
1056 Coco 10584 10783 12826 13034 10689 12926 86.9 132.0 016 228 071 
1057 Raphia 11164 11335 8852 9010 11251 8937 58.8 56.7 015 251 071 
1058 Coco 853 1056 10049 10254 960 10143 59.8 110.6 242 006 072 
1059 Coco 237 439 12360 12555 343 12455 47.2 95.8 213 018 072 
1060 Raphia 1602 1754 8369 8515 1681 8441 48.4 98.8 212 041 072 
1061 Coco 1827 2029 10070 10261 1925 10158 55.8 117.9 183 053 072 
1062 Coco 1014 1223 12316 12530 1120 12417 47.5 126.7 154 065 072 
1063 Raphia 8553 8704 8373 8531 8627 8450 53.6 127.1 153 088 072 
1064 Coco 12734 12956 10051 10256 12849 10154 106.0 114.3 124 100 072 
1065 Coco 1806 1994 11815 11994 1900 11911 62.0 89.5 095 112 072 
1066 Raphia 9721 9886 8116 8274 9801 8196 102.3 93.7 094 135 072 
1067 Coco 5963 6157 9818 10015 6059 9909 71.7 135.7 065 147 072 
1068 Coco 10548 10743 11853 12052 10644 11949 89.2 154.0 036 159 072 
1069 Raphia 13445 13611 8117 8270 13536 8193 86.5 116.1 035 182 072 
1070 Coco 2217 2410 9609 9801 2310 9708 40.8 111.6 006 194 072 
1071 Coco 11736 11950 10797 11003 11846 10889 86.5 138.7 233 205 072 
1072 Raphia 2388 2554 7612 7779 2465 7700 48.6 125.0 232 228 072 
1073 Coco 4185 4380 9600 9808 4276 9707 77.4 135.6 203 240 072 
1074 Coco 4468 4651 10532 10725 4556 10631 75.9 99.5 174 252 072 
1075 Raphia 6604 6762 7623 7784 6683 7702 48.1 127.3 173 019 073 
1076 Coco 10368 10563 9600 9808 10457 9711 143.6 112.4 144 031 073 
1077 Coco 7895 8087 10581 10768 7994 10676 66.9 62.6 115 043 073 
1078 Raphia 3240 3391 7130 7281 3315 7200 35.0 56.2 114 066 073 
1079 Coco 11996 12191 9347 9524 12089 9429 72.4 46.1 085 078 073 
1080 Coco 13893 14089 10633 10811 13993 10716 135.1 40.6 056 090 073 
1081 Raphia 9299 9452 6635 6790 9376 6713 99.7 102.9 055 113 073 
1082 Coco 307 519 9059 9259 406 9156 53.3 82.5 026 125 073 
1083 Coco 4665 4837 10294 10482 4743 10387 85.3 146.1 253 136 073 
1084 Raphia 11767 11943 6625 6799 11855 6710 140.4 54.7 252 159 073 
1085 Coco 789 1002 9093 9293 891 9199 57.1 123.4 223 171 073 
1086 Coco 7200 7399 9793 9996 7303 9895 89.9 72.4 194 183 073 
1087 Raphia 8729 8894 6382 6548 8811 6462 110.1 95.2 193 206 073 
1088 Coco 13427 13623 9074 9250 13528 9161 64.6 132.2 164 218 073 
1089 Coco 14158 14372 9872 10077 14260 9971 131.8 113.8 135 230 073 
1090 Coco 4200 4410 8813 9020 4302 8911 90.3 59.7 105 009 074 
1091 Coco 3410 3619 9630 9835 3525 9735 69.6 138.8 076 021 074 
1092 Raphia 4440 4608 6130 6295 4522 6210 82.6 112.7 075 044 074 
1093 Coco 9657 9849 8816 9009 9756 8906 71.3 88.7 046 056 074 
1094 Raphia 5430 5592 6134 6293 5514 6213 43.3 55.0 016 091 074 
1095 Coco 4625 4832 8568 8772 4724 8664 99.0 77.8 243 102 074 
1096 Coco 12488 12705 9329 9520 12593 9430 73.4 119.7 214 114 074 
1097 Raphia 8517 8676 5638 5798 8597 5720 130.8 48.3 213 137 074 
1098 Coco 10460 10653 8106 8280 10561 8199 97.5 59.8 184 149 074 
1099 Coco 13241 13446 9061 9252 13345 9153 75.2 134.4 155 161 074 
1100 Raphia 10239 10420 5635 5806 10331 5722 127.2 110.8 154 184 074 
1101 Coco 14159 14361 8078 8265 14267 8170 132.6 126.7 125 196 074 
1102 Raphia 7381 7540 5138 5298 7463 5219 47.9 81.3 095 231 074 
1103 Coco 10633 10837 8878 9081 10733 8977 107.1 135.7 037 255 074 
1104 Raphia 5831 5987 4882 5041 5906 4960 90.4 88.8 036 022 075 
1105 Coco 4298 4471 7388 7568 4380 7480 56.4 70.5 007 034 075 
1106 Coco 914 1118 8652 8832 1020 8739 59.2 73.7 234 045 075 
1107 Raphia 11454 11619 4658 4808 11532 4731 143.9 74.2 233 068 075 
1108 Coco 6156 6352 6876 7065 6256 6975 87.9 91.1 204 080 075 
1109 Coco 12058 12273 8640 8844 12171 8741 143.2 86.0 175 092 075 
1110 Raphia 627 784 4140 4292 711 4220 40.1 71.0 174 115 075 
1111 Coco 9817 10010 6847 7036 9913 6938 138.3 120.7 145 127 075 
1112 Coco 6205 6392 7836 8026 6296 7933 84.2 119.3 116 139 075 
1113 Raphia 3111 3286 4129 4305 3206 4217 78.9 83.5 115 162 075 
1114 Coco 1835 2041 6634 6842 1931 6738 56.4 75.6 086 174 075 
1115 Coco 1141 1351 7622 7815 1254 7717 59.8 108.7 057 186 075 
1116 Raphia 806 981 3875 4059 889 3972 50.5 36.7 056 209 075 
1117 Coco 8750 8944 6619 6818 8844 6723 129.3 43.6 027 221 075 
1118 Coco 5809 5995 7628 7816 5901 7719 111.5 55.0 254 232 075 
1119 Raphia 8765 8929 3892 4063 8847 3972 63.5 48.3 253 255 075 
1120 Coco 8482 8665 6353 6531 8576 6444 120.5 114.6 224 011 076 
1121 Coco 13074 13288 7623 7815 13183 7715 75.9 126.8 195 023 076 
1122 Raphia 2656 2827 3386 3564 2739 3472 73.0 35.6 194 046 076 
1123 Coco 9227 9432 6362 6569 9331 6463 88.7 67.8 165 058 076 
1124 Coco 14248 14399 7383 7560 14336 7470 80.4 111.2 136 070 076 
1125 Raphia 10591 10767 3394 3579 10687 3484 128.8 52.9 135 093 076 
1126 Coco 13767 13983 5855 6048 13877 5949 172.0 65.4 106 105 076 
1127 Coco 332 532 6658 6838 436 6744 48.4 60.8 077 117 076 
1128 Raphia 1830 2011 3137 3316 1923 3227 57.5 73.1 076 140 076 
1129 Coco 7999 8190 5593 5802 8102 5692 101.6 82.0 047 152 076 
1130 Coco 7020 7199 6611 6797 7111 6708 97.5 84.9 018 164 076 
1131 Raphia 9286 9471 3139 3322 9380 3235 90.6 60.0 017 187 076 
1132 Coco 13196 13393 5661 5847 13298 5756 90.0 61.1 244 198 076 
1133 Coco 9023 9213 6656 6855 9123 6756 124.4 71.1 215 210 076 
1134 Raphia 6681 6836 2644 2806 6755 2724 115.2 46.8 214 233 076 
1135 Coco 757 960 5403 5589 857 5495 48.6 95.3 185 245 076 
1136 Coco 9938 10126 6331 6506 10030 6419 82.6 102.1 156 001 077 
1137 Coco 1494 1706 5340 5545 1605 5441 64.1 86.4 126 036 077 
1138 Coco 953 1157 6148 6341 1054 6248 45.6 75.9 097 048 077 
1139 Raphia 568 733 2151 2317 644 2236 45.5 51.3 096 071 077 
1140 Coco 2009 2220 5358 5568 2116 5461 72.3 77.0 067 083 077 
1141 Coco 312 523 5848 6045 416 5955 54.1 43.1 038 095 077 
1142 Raphia 4796 4949 2143 2317 4874 2229 47.1 57.8 037 118 077 
1143 Coco 6478 6671 5367 5569 6575 5461 118.9 85.4 008 130 077 
1144 Coco 5855 6048 5811 6013 5941 5910 51.5 94.9 235 141 077 
1145 Raphia 13725 13886 2167 2335 13811 2242 147.5 48.5 234 164 077 
1146 Coco 7676 7864 5411 5595 7763 5501 89.5 108.3 205 176 077 
1147 Coco 9715 9900 5608 5788 9800 5692 124.3 90.3 176 188 077 
1148 Raphia 3732 3891 1900 2073 3810 1984 78.7 66.5 175 211 077 
1149 Coco 3156 3347 5153 5345 3247 5251 64.1 106.5 146 223 077 
1150 Coco 4008 4207 5351 5545 4100 5449 50.9 110.3 117 235 077 
1151 Raphia 6815 6972 1390 1563 6894 1479 55.1 48.6 116 002 078 
1152 Coco 6332 6529 4888 5094 6430 4998 113.6 93.5 087 014 078 
1153 Coco 3403 3614 5079 5292 3511 5187 83.6 95.2 058 026 078 
1154 Coco 11254 11448 4856 5060 11353 4956 136.5 91.9 028 061 078 
1155 Coco 8094 8272 5091 5279 8184 5183 121.6 42.6 255 072 078 
1156 Raphia 1757 1933 1140 1325 1846 1232 69.6 57.3 254 095 078 
1157 Coco 2671 2885 4408 4608 2773 4504 85.4 83.2 225 107 078 
1158 Coco 12859 13072 5127 5324 12963 5221 111.3 48.0 196 119 078 
1159 Raphia 3012 3172 1150 1331 3095 1240 34.0 51.0 195 142 078 
1160 Coco 2378 2561 4107 4304 2476 4200 40.5 51.5 166 154 078 
1161 Coco 0 3 4990 5002 0 4995 1.3 39.4 137 166 078 
1162 Raphia 2435 2622 889 1079 2522 988 49.3 46.1 136 189 078 
1163 Coco 10046 10231 4175 4367 10134 4272 124.2 99.2 107 201 078 
1164 Coco 2707 2918 4641 4842 2809 4743 85.0 92.3 078 213 078 
1165 Raphia 6415 6592 879 1069 6506 977 70.1 42.0 077 236 078 
1166 Coco 10280 10472 4128 4320 10375 4222 62.8 66.2 048 248 078 
1167 Coco 11444 11652 3850 4061 11540 3949 63.6 99.4 019 004 079 
1168 Raphia 4611 4773 634 825 4692 732 59.6 42.4 018 027 079 
1169 Coco 1772 1978 3887 4090 1875 3987 54.7 61.8 245 038 079 
1170 Coco 632 825 3331 3528 731 3434 46.2 72.3 216 050 079 
1171 Raphia 569 728 407 576 652 492 43.0 42.1 215 073 079 
1172 Coco 2009 2211 3638 3826 2115 3737 51.5 89.1 186 085 079 
1173 Coco 3848 4044 3137 3327 3943 3227 70.0 54.5 157 097 079 
1174 Raphia 987 1170 154 326 1073 240 55.9 38.9 156 120 079 
1175 Coco 12098 12277 2618 2811 12187 2714 94.4 54.8 098 144 079 
1176 Raphia 5169 5297 0 70 5227 19 102.2 14.9 097 167 079 
1177 Coco 4124 4321 2371 2574 4230 2472 89.3 64.8 068 179 079 
1178 Coco 6572 6771 2402 2623 6678 2516 66.1 54.9 039 191 079 
1179 Raphia 13890 13992 0 68 13931 21 157.5 17.2 038 214 079 
1180 Coco 10602 10802 1650 1845 10704 1744 104.9 66.7 009 226 079 
1181 Coco 10026 10217 2384 2589 10123 2491 84.8 57.2 236 237 079 
1182 Raphia 7363 7599 15574 15846 7479 15720 118.6 65.2 235 004 080 
1183 Coco 7781 7960 2095 2285 7861 2188 104.2 76.7 177 028 080 
1184 Raphia 13611 13888 15443 15699 13750 15574 110.1 75.8 176 051 080 
1185 Coco 5807 6007 1359 1577 5908 1466 44.2 67.9 147 063 080 
1186 Raphia 10467 10711 15109 15354 10588 15223 69.8 138.2 117 098 080 
1187 Coco 5493 5677 1121 1325 5588 1220 101.7 56.9 088 110 080 
1188 Coco 7100 7288 1642 1847 7185 1752 80.6 46.2 059 122 080 
1189 Coco 5438 5628 922 1119 5536 1026 105.1 47.2 029 157 080 
